camis,first_inspection,last_inspection,active_days,grade,boro,score,cuisine_description,year_opened,duration_group
50162381,2024-12-30,2024-12-30,0,N,Brooklyn,12.0,"Juice, Smoothies, Fruit Salads",2024,
50162390,2025-04-17,2025-04-17,0,A,Queens,10.0,Mexican,2025,
50162404,2024-12-09,2024-12-09,0,A,Brooklyn,13.0,Chinese,2024,
50162413,2024-12-30,2025-05-01,122,A,Manhattan,12.0,Chinese,2024,<1yr
50162420,2024-12-16,2024-12-16,0,N,Manhattan,20.0,Indian,2024,
50162423,2025-01-16,2025-01-16,0,A,Bronx,7.0,Chicken,2025,
50162434,2025-02-25,2025-03-20,23,A,Brooklyn,12.0,Chinese,2025,<1yr
50162467,2025-03-12,2025-03-12,0,A,Queens,12.0,Pizza,2025,
50162479,2025-01-13,2025-01-13,0,N,Manhattan,6.0,Frozen Desserts,2025,
50162483,2025-04-16,2025-04-16,0,A,Queens,13.0,Bakery Products/Desserts,2025,
50162487,2025-02-26,2025-02-26,0,N,Queens,26.0,Donuts,2025,
50162490,2025-01-14,2025-01-14,0,A,Manhattan,10.0,American,2025,
50162507,2024-12-18,2025-01-22,35,B,Queens,23.0,Peruvian,2024,<1yr
50162509,2025-04-17,2025-04-17,0,A,Queens,7.0,Asian/Asian Fusion,2025,
50162516,2025-04-24,2025-04-24,0,A,Brooklyn,4.0,Korean,2025,
50162517,2024-12-18,2024-12-18,0,N,Manhattan,18.0,Mexican,2024,
50162519,2025-03-19,2025-04-09,21,A,Queens,13.0,"Juice, Smoothies, Fruit Salads",2025,<1yr
50162521,2024-12-23,2024-12-23,0,N,Manhattan,15.0,American,2024,
50162523,2025-03-06,2025-06-11,97,A,Brooklyn,12.0,Japanese,2025,<1yr
50162527,2025-02-24,2025-02-24,0,A,Brooklyn,2.0,Indian,2025,
50162529,2025-01-15,2025-01-15,0,A,Manhattan,13.0,Coffee/Tea,2025,
50162530,2025-05-05,2025-05-05,0,A,Brooklyn,13.0,Chinese,2025,
50162531,2024-12-11,2024-12-11,0,N,Manhattan,5.0,Japanese,2024,
50162534,2025-02-24,2025-02-24,0,N,Manhattan,28.0,Thai,2025,
50162535,2025-02-25,2025-02-25,0,N,Queens,15.0,American,2025,
50162551,2025-05-07,2025-06-12,36,N,Brooklyn,35.0,Coffee/Tea,2025,<1yr
50162562,2025-04-28,2025-04-28,0,N,Queens,88.0,"Juice, Smoothies, Fruit Salads",2025,
50162573,2024-12-10,2024-12-10,0,N,Bronx,6.0,Spanish,2024,
50162617,2025-04-24,2025-04-24,0,N,Manhattan,56.0,Other,2025,
50162618,2025-04-30,2025-04-30,0,A,Manhattan,12.0,American,2025,
50162633,2025-04-24,2025-04-24,0,N,Manhattan,65.0,Indian,2025,
50162634,2025-02-26,2025-02-26,0,A,Queens,12.0,"Juice, Smoothies, Fruit Salads",2025,
50162635,2025-04-23,2025-04-23,0,N,Brooklyn,62.0,Pakistani,2025,
50162641,2024-12-17,2024-12-17,0,N,Queens,26.0,Latin American,2024,
50162642,2025-05-01,2025-05-01,0,N,Manhattan,21.0,Asian/Asian Fusion,2025,
50162643,2024-12-11,2024-12-11,0,N,Queens,15.0,Chicken,2024,
50162645,2025-03-13,2025-04-02,20,Z,Queens,22.0,Bakery Products/Desserts,2025,<1yr
50162665,2025-03-07,2025-03-07,0,N,Queens,27.0,Korean,2025,
50162669,2024-12-11,2024-12-11,0,N,Staten Island,12.0,Pizza,2024,
50162688,2025-02-24,2025-03-18,22,A,Queens,13.0,American,2025,<1yr
50162704,2025-02-21,2025-02-21,0,A,Queens,13.0,Bakery Products/Desserts,2025,
50162727,2025-04-22,2025-04-22,0,N,Bronx,26.0,Spanish,2025,
50162728,2024-12-24,2025-01-07,14,N,Brooklyn,9.0,Coffee/Tea,2024,<1yr
50162731,2025-04-23,2025-04-23,0,N,Brooklyn,27.0,Other,2025,
50162737,2025-04-21,2025-04-21,0,N,Manhattan,18.0,Hawaiian,2025,
50162742,2025-04-14,2025-04-14,0,A,Manhattan,13.0,Other,2025,
50162772,2025-02-27,2025-04-02,34,A,Brooklyn,13.0,Eastern European,2025,<1yr
50162773,2025-04-30,2025-06-10,41,Z,Manhattan,27.0,Other,2025,<1yr
50162775,2024-12-16,2024-12-16,0,N,Queens,9.0,Chinese,2024,
50162782,2025-04-21,2025-04-21,0,N,Brooklyn,39.0,Coffee/Tea,2025,
50162783,2024-12-31,2025-02-24,55,A,Brooklyn,13.0,Chinese,2024,<1yr
50162788,2024-12-16,2025-01-06,21,N,Queens,21.0,Pizza,2024,<1yr
50162790,2025-03-03,2025-03-03,0,A,Brooklyn,7.0,Other,2025,
50162791,2025-02-24,2025-02-24,0,N,Bronx,20.0,Other,2025,
50162793,2025-01-07,2025-03-10,62,A,Brooklyn,10.0,Chinese,2025,<1yr
50162798,2025-02-24,2025-02-24,0,A,Queens,10.0,Pizza,2025,
50162800,2025-04-21,2025-04-21,0,N,Manhattan,35.0,Mexican,2025,
50162845,2024-12-26,2024-12-26,0,A,Manhattan,12.0,Steakhouse,2024,
50162858,2025-06-12,2025-06-12,0,A,Queens,5.0,Bakery Products/Desserts,2025,
50162865,2025-05-07,2025-05-07,0,N,Brooklyn,30.0,Chinese,2025,
50162866,2025-04-16,2025-04-16,0,N,Brooklyn,20.0,Latin American,2025,
50162868,2025-01-07,2025-01-07,0,A,Brooklyn,9.0,Bakery Products/Desserts,2025,
50162871,2025-01-07,2025-01-07,0,N,Brooklyn,69.0,American,2025,
50162875,2025-01-28,2025-04-04,66,Z,Brooklyn,28.0,American,2025,<1yr
50162876,2024-12-03,2024-12-03,0,N,Brooklyn,21.0,Other,2024,
50162877,2025-02-05,2025-02-05,0,N,Queens,29.0,Coffee/Tea,2025,
50162879,2025-04-25,2025-04-25,0,A,Bronx,10.0,Latin American,2025,
50162883,2025-03-17,2025-03-27,10,Z,Queens,3.0,Chicken,2025,<1yr
50162892,2025-01-09,2025-01-09,0,A,Manhattan,2.0,Donuts,2025,
50162894,2025-04-23,2025-04-23,0,A,Queens,11.0,Tex-Mex,2025,
50162895,2025-06-03,2025-06-03,0,N,Brooklyn,22.0,American,2025,
50162898,2025-04-24,2025-04-24,0,A,Bronx,2.0,Indian,2025,
50162900,2025-01-10,2025-01-10,0,A,Queens,4.0,Tex-Mex,2025,
50162905,2025-01-03,2025-01-03,0,N,Brooklyn,19.0,Jewish/Kosher,2025,
50162906,2025-05-02,2025-05-02,0,N,Manhattan,34.0,Asian/Asian Fusion,2025,
50162908,2025-04-22,2025-06-17,56,Z,Brooklyn,47.0,Hawaiian,2025,<1yr
50162913,2025-05-06,2025-05-06,0,A,Manhattan,9.0,Pizza,2025,
50162920,2024-12-30,2024-12-30,0,N,Manhattan,3.0,Chinese,2024,
50162937,2024-12-24,2024-12-24,0,N,Queens,10.0,Bakery Products/Desserts,2024,
50162952,2025-05-01,2025-06-09,39,Z,Brooklyn,17.0,Middle Eastern,2025,<1yr
50162954,2024-12-17,2024-12-23,6,N,Queens,13.0,Chinese,2024,<1yr
50162958,2024-12-31,2024-12-31,0,A,Manhattan,7.0,Other,2024,
50162959,2025-05-01,2025-05-01,0,N,Manhattan,41.0,"Juice, Smoothies, Fruit Salads",2025,
50162961,2025-04-22,2025-04-22,0,N,Staten Island,22.0,Californian,2025,
50162965,2024-12-18,2024-12-18,0,N,Queens,21.0,Chinese,2024,
50162967,2025-04-17,2025-04-23,6,Z,Manhattan,0.0,Chinese,2025,<1yr
50162987,2024-12-23,2024-12-23,0,N,Brooklyn,8.0,Middle Eastern,2024,
50162990,2025-04-22,2025-06-04,43,A,Queens,12.0,Coffee/Tea,2025,<1yr
50163002,2025-03-12,2025-04-01,20,B,Queens,24.0,Indian,2025,<1yr
50163007,2025-06-11,2025-06-11,0,A,Queens,11.0,Pizza,2025,
50163009,2025-04-24,2025-04-24,0,N,Manhattan,20.0,Thai,2025,
50163011,2025-03-05,2025-03-05,0,N,Manhattan,24.0,Other,2025,
50163033,2025-01-21,2025-01-21,0,N,Manhattan,27.0,American,2025,
50163034,2025-03-31,2025-03-31,0,A,Brooklyn,2.0,Coffee/Tea,2025,
50163037,2025-01-21,2025-01-21,0,A,Queens,2.0,Pizza,2025,
50163039,2025-01-21,2025-01-21,0,A,Queens,9.0,Chicken,2025,
50163042,2025-04-22,2025-04-22,0,A,Queens,11.0,Latin American,2025,
50163069,2024-12-12,2024-12-24,12,N,Queens,0.0,Chicken,2024,<1yr
50163073,2025-04-24,2025-04-24,0,A,Manhattan,0.0,Mexican,2025,
50163075,2025-03-03,2025-03-03,0,N,Brooklyn,19.0,Spanish,2025,
50163078,2025-01-30,2025-01-30,0,A,Manhattan,12.0,Japanese,2025,
50163097,2025-05-05,2025-05-05,0,N,Queens,34.0,American,2025,
50163108,2025-04-21,2025-04-21,0,N,Brooklyn,26.0,American,2025,
50163133,2025-03-10,2025-03-10,0,N,Bronx,19.0,Other,2025,
50163135,2025-04-15,2025-04-15,0,N,Queens,54.0,Korean,2025,
50163138,2025-05-01,2025-06-07,37,N,Manhattan,0.0,Sandwiches/Salads/Mixed Buffet,2025,<1yr
50163147,2025-04-22,2025-04-22,0,A,Queens,4.0,American,2025,
50163153,2024-12-23,2024-12-23,0,N,Queens,17.0,Middle Eastern,2024,
50163155,2025-05-19,2025-05-19,0,N,Manhattan,14.0,Brazilian,2025,
50163156,2025-04-22,2025-04-22,0,A,Bronx,5.0,Pizza,2025,
50163158,2025-04-22,2025-05-27,35,A,Queens,13.0,Bangladeshi,2025,<1yr
50163159,2025-03-03,2025-04-11,39,A,Manhattan,11.0,Chinese,2025,<1yr
50163160,2025-03-26,2025-03-26,0,N,Manhattan,21.0,Coffee/Tea,2025,
50163200,2025-06-09,2025-06-09,0,N,Brooklyn,33.0,American,2025,
50163203,2025-05-06,2025-05-06,0,A,Manhattan,4.0,American,2025,
50163212,2025-03-05,2025-05-08,64,N,Brooklyn,27.0,Eastern European,2025,<1yr
50163219,2024-12-30,2024-12-30,0,N,Queens,27.0,American,2024,
50163226,2025-05-29,2025-06-20,22,Z,Queens,27.0,Bakery Products/Desserts,2025,<1yr
50163228,2025-06-04,2025-06-04,0,N,Brooklyn,24.0,Asian/Asian Fusion,2025,
50163231,2025-01-15,2025-01-15,0,N,Manhattan,21.0,Donuts,2025,
50163232,2025-01-07,2025-01-07,0,N,Manhattan,4.0,Mediterranean,2025,
50163237,2025-05-28,2025-05-28,0,N,Bronx,31.0,Spanish,2025,
50163244,2025-04-23,2025-04-23,0,N,Manhattan,44.0,Other,2025,
50163272,2025-05-05,2025-05-05,0,N,Manhattan,70.0,Indian,2025,
50163278,2025-03-19,2025-03-19,0,A,Manhattan,11.0,Indian,2025,
50163288,2025-05-08,2025-05-08,0,A,Bronx,12.0,Indian,2025,
50163291,2025-01-13,2025-04-01,78,A,Queens,13.0,Chinese,2025,<1yr
50163292,2025-04-03,2025-04-03,0,N,Manhattan,18.0,Bangladeshi,2025,
50163298,2025-04-23,2025-04-23,0,A,Manhattan,2.0,Armenian,2025,
50163303,2025-02-13,2025-02-13,0,A,Brooklyn,12.0,Spanish,2025,
50163308,2025-05-06,2025-05-06,0,N,Queens,52.0,Tex-Mex,2025,
50163316,2025-04-16,2025-04-16,0,N,Bronx,21.0,Coffee/Tea,2025,
50163317,2025-05-01,2025-05-01,0,A,Manhattan,7.0,American,2025,
50163330,2025-04-22,2025-04-22,0,A,Manhattan,7.0,Other,2025,
50163331,2025-04-29,2025-04-29,0,A,Queens,12.0,Chinese,2025,
50163333,2025-01-28,2025-01-28,0,A,Staten Island,10.0,Chicken,2025,
50163363,2025-04-22,2025-04-22,0,N,Queens,25.0,Caribbean,2025,
50163377,2025-04-25,2025-04-25,0,A,Brooklyn,13.0,Pizza,2025,
50163383,2025-05-08,2025-05-08,0,N,Staten Island,52.0,Other,2025,
50163390,2025-04-16,2025-06-17,62,Z,Manhattan,18.0,Indian,2025,<1yr
50163391,2025-04-22,2025-04-22,0,A,Manhattan,2.0,Hamburgers,2025,
50163395,2025-04-24,2025-04-24,0,N,Manhattan,15.0,Donuts,2025,
50163405,2025-04-22,2025-06-05,44,Z,Queens,41.0,Asian/Asian Fusion,2025,<1yr
50163406,2025-04-24,2025-06-02,39,Z,Manhattan,26.0,Asian/Asian Fusion,2025,<1yr
50163407,2025-01-14,2025-01-14,0,N,Manhattan,8.0,Sandwiches,2025,
50163413,2025-03-31,2025-05-15,45,A,Manhattan,10.0,Chinese,2025,<1yr
50163414,2025-01-08,2025-04-07,89,N,Queens,2.0,Chinese,2025,<1yr
50163415,2025-03-31,2025-03-31,0,A,Queens,12.0,Chinese,2025,
50163416,2025-01-06,2025-01-06,0,N,Brooklyn,18.0,Italian,2025,
50163419,2025-04-16,2025-04-16,0,N,Queens,21.0,Filipino,2025,
50163422,2025-04-28,2025-04-28,0,A,Queens,12.0,Mexican,2025,
50163424,2025-01-21,2025-03-07,45,N,Queens,22.0,Latin American,2025,<1yr
50163425,2025-04-10,2025-04-10,0,A,Queens,11.0,Seafood,2025,
50163430,2025-02-04,2025-02-04,0,A,Queens,11.0,Chinese,2025,
50163452,2025-05-01,2025-06-16,46,A,Queens,12.0,Chinese,2025,<1yr
50163470,2025-01-22,2025-01-22,0,N,Brooklyn,25.0,Latin American,2025,
50163477,2025-04-04,2025-04-04,0,A,Queens,11.0,Japanese,2025,
50163507,2025-01-21,2025-05-31,130,N,Manhattan,0.0,Asian/Asian Fusion,2025,<1yr
50163511,2025-04-17,2025-06-04,48,A,Bronx,11.0,Frozen Desserts,2025,<1yr
50163518,2025-02-24,2025-04-16,51,A,Staten Island,13.0,American,2025,<1yr
50163524,2025-05-06,2025-05-06,0,N,Queens,46.0,Coffee/Tea,2025,
50163542,2025-04-24,2025-04-24,0,N,Queens,42.0,Japanese,2025,
50163543,2025-04-16,2025-04-16,0,N,Queens,27.0,Korean,2025,
50163547,2025-04-23,2025-04-23,0,A,Manhattan,7.0,Chinese,2025,
50163550,2025-04-22,2025-04-22,0,A,Queens,9.0,Chinese,2025,
50163552,2025-01-21,2025-01-21,0,N,Bronx,20.0,Pizza,2025,
50163553,2025-02-06,2025-02-06,0,N,Queens,34.0,Other,2025,
50163554,2025-02-03,2025-02-03,0,A,Brooklyn,10.0,Coffee/Tea,2025,
50163555,2025-03-26,2025-05-06,41,Z,Queens,23.0,Korean,2025,<1yr
50163556,2025-03-28,2025-03-28,0,N,Bronx,22.0,American,2025,
50163558,2025-04-08,2025-04-08,0,A,Brooklyn,13.0,Chinese,2025,
50163563,2025-04-14,2025-04-14,0,N,Brooklyn,28.0,Chinese,2025,
50163565,2025-02-03,2025-02-03,0,A,Brooklyn,13.0,Chicken,2025,
50163566,2025-01-29,2025-01-29,0,N,Queens,16.0,Mexican,2025,
50163569,2025-04-10,2025-04-29,19,A,Brooklyn,3.0,Coffee/Tea,2025,<1yr
50163571,2025-02-25,2025-02-25,0,N,Queens,26.0,Other,2025,
50163572,2025-04-29,2025-04-29,0,N,Manhattan,45.0,Thai,2025,
50163587,2025-02-05,2025-02-05,0,A,Queens,13.0,Chinese,2025,
50163590,2025-05-06,2025-05-06,0,N,Brooklyn,21.0,Jewish/Kosher,2025,
50163595,2025-05-05,2025-06-17,43,N,Queens,21.0,Pizza,2025,<1yr
50163608,2025-01-13,2025-01-24,11,N,Brooklyn,0.0,American,2025,<1yr
50163611,2025-04-24,2025-04-24,0,A,Brooklyn,13.0,American,2025,
50163613,2025-01-28,2025-04-30,92,A,Bronx,8.0,Pizza,2025,<1yr
50163615,2025-02-05,2025-04-15,69,Z,Brooklyn,20.0,Sandwiches/Salads/Mixed Buffet,2025,<1yr
50163616,2025-04-30,2025-06-18,49,Z,Queens,38.0,Caribbean,2025,<1yr
50163625,2025-04-28,2025-04-28,0,N,Queens,30.0,Coffee/Tea,2025,
50163627,2025-03-14,2025-03-14,0,N,Queens,26.0,Latin American,2025,
50163632,2025-04-22,2025-04-22,0,A,Brooklyn,5.0,Frozen Desserts,2025,
50163633,2025-04-24,2025-06-09,46,Z,Manhattan,3.0,American,2025,<1yr
50163634,2025-04-22,2025-04-22,0,N,Staten Island,28.0,Chinese,2025,
50163638,2025-01-22,2025-01-22,0,N,Queens,22.0,Mediterranean,2025,
50163639,2025-04-24,2025-06-10,47,Z,Manhattan,27.0,Chinese,2025,<1yr
50163648,2025-01-14,2025-01-14,0,N,Queens,9.0,Other,2025,
50163666,2025-03-18,2025-03-18,0,A,Bronx,8.0,Chinese,2025,
50163668,2025-04-24,2025-04-24,0,A,Manhattan,10.0,Australian,2025,
50163678,2025-04-21,2025-04-21,0,N,Bronx,30.0,American,2025,
50163689,2025-05-02,2025-06-11,40,A,Queens,4.0,American,2025,<1yr
50163703,2025-04-03,2025-04-03,0,A,Queens,8.0,Bagels/Pretzels,2025,
50163727,2025-04-07,2025-04-07,0,A,Staten Island,12.0,Donuts,2025,
50163729,2025-04-30,2025-04-30,0,A,Manhattan,10.0,Coffee/Tea,2025,
50163731,2025-04-29,2025-04-29,0,N,Manhattan,26.0,Japanese,2025,
50163733,2025-04-22,2025-06-17,56,A,Queens,10.0,Japanese,2025,<1yr
50163734,2025-04-24,2025-04-24,0,N,Brooklyn,19.0,American,2025,
50163735,2025-04-29,2025-04-29,0,A,Brooklyn,13.0,Coffee/Tea,2025,
50163739,2025-04-22,2025-04-22,0,A,Manhattan,8.0,Other,2025,
50163746,2025-03-26,2025-03-26,0,N,Brooklyn,48.0,Turkish,2025,
50163758,2025-04-23,2025-04-23,0,N,Manhattan,22.0,Bagels/Pretzels,2025,
50163761,2025-02-03,2025-02-03,0,N,Manhattan,5.0,Fusion,2025,
50163765,2025-02-03,2025-02-03,0,N,Queens,21.0,American,2025,
50163768,2025-01-21,2025-05-05,104,Z,Queens,20.0,Chinese,2025,<1yr
50163773,2025-02-03,2025-02-03,0,N,Brooklyn,12.0,Caribbean,2025,
50163779,2025-02-27,2025-06-16,109,N,Queens,19.0,Latin American,2025,<1yr
50163786,2025-04-28,2025-04-28,0,N,Queens,31.0,Bakery Products/Desserts,2025,
50163793,2025-04-28,2025-04-28,0,A,Manhattan,5.0,Coffee/Tea,2025,
50163795,2025-04-28,2025-04-28,0,A,Manhattan,2.0,American,2025,
50163797,2025-05-01,2025-05-01,0,N,Queens,29.0,Other,2025,
50163800,2025-04-23,2025-04-23,0,A,Brooklyn,12.0,Other,2025,
50163814,2025-05-01,2025-06-04,34,Z,Queens,44.0,Turkish,2025,<1yr
50163831,2025-04-24,2025-04-24,0,N,Manhattan,22.0,Spanish,2025,
50163832,2025-05-06,2025-05-06,0,A,Manhattan,12.0,Greek,2025,
50163835,2025-04-22,2025-04-22,0,A,Manhattan,10.0,Sandwiches,2025,
50163838,2025-04-29,2025-06-09,41,Z,Brooklyn,31.0,Japanese,2025,<1yr
50163874,2025-04-22,2025-04-22,0,A,Queens,13.0,Pizza,2025,
50163877,2025-01-14,2025-01-14,0,N,Manhattan,21.0,Italian,2025,
50163882,2025-03-12,2025-03-12,0,A,Brooklyn,6.0,Asian/Asian Fusion,2025,
50163907,2025-05-29,2025-05-29,0,N,Brooklyn,36.0,Other,2025,
50163946,2025-01-22,2025-01-22,0,N,Manhattan,12.0,Other,2025,
50163951,2025-04-21,2025-04-21,0,A,Bronx,8.0,Indian,2025,
50163952,2025-06-02,2025-06-02,0,N,Bronx,35.0,Mexican,2025,
50163954,2025-04-23,2025-04-23,0,A,Bronx,7.0,Other,2025,
50163956,2025-01-21,2025-01-21,0,N,Staten Island,3.0,Spanish,2025,
50163979,2025-04-28,2025-04-28,0,N,Manhattan,44.0,Chinese,2025,
50163986,2025-01-24,2025-01-24,0,N,Manhattan,24.0,Chinese,2025,
50163996,2025-04-29,2025-05-09,10,N,Queens,21.0,Bakery Products/Desserts,2025,<1yr
50164005,2025-06-02,2025-06-02,0,N,Manhattan,27.0,Indian,2025,
50164010,2025-02-24,2025-04-17,52,N,Manhattan,39.0,Chinese,2025,<1yr
50164015,2025-04-21,2025-04-21,0,N,Queens,20.0,Pizza,2025,
50164017,2025-04-22,2025-04-22,0,A,Staten Island,7.0,Bakery Products/Desserts,2025,
50164023,2025-01-27,2025-04-08,71,A,Manhattan,11.0,Other,2025,<1yr
50164024,2025-05-08,2025-05-08,0,N,Queens,21.0,Asian/Asian Fusion,2025,
50164032,2025-02-03,2025-05-20,106,N,Brooklyn,37.0,Other,2025,<1yr
50164046,2025-05-01,2025-05-01,0,N,Queens,17.0,Italian,2025,
50164050,2025-01-24,2025-01-24,0,N,Brooklyn,18.0,American,2025,
50164051,2025-04-24,2025-06-11,48,Z,Brooklyn,23.0,Turkish,2025,<1yr
50164052,2025-04-22,2025-04-22,0,N,Manhattan,24.0,Other,2025,
50164053,2025-04-21,2025-04-21,0,N,Bronx,60.0,Middle Eastern,2025,
50164058,2025-04-30,2025-04-30,0,A,Brooklyn,10.0,Pancakes/Waffles,2025,
50164060,2025-03-05,2025-03-05,0,N,Brooklyn,22.0,Chinese,2025,
50164061,2025-03-07,2025-03-07,0,N,Brooklyn,56.0,Coffee/Tea,2025,
50164070,2025-05-05,2025-05-05,0,A,Queens,12.0,Sandwiches,2025,
50164074,2025-04-29,2025-04-29,0,N,Manhattan,56.0,Chinese,2025,
50164080,2025-04-30,2025-04-30,0,A,Manhattan,7.0,Other,2025,
50164087,2025-02-06,2025-02-06,0,N,Brooklyn,22.0,Other,2025,
50164120,2025-03-20,2025-03-20,0,A,Queens,13.0,Bakery Products/Desserts,2025,
50164126,2025-05-19,2025-05-19,0,N,Manhattan,74.0,Caribbean,2025,
50164128,2025-04-15,2025-05-27,42,A,Bronx,10.0,Latin American,2025,<1yr
50164138,2025-05-05,2025-05-27,22,A,Manhattan,5.0,Coffee/Tea,2025,<1yr
50164139,2025-03-31,2025-03-31,0,N,Manhattan,13.0,Coffee/Tea,2025,
50164145,2025-04-21,2025-04-21,0,A,Brooklyn,12.0,Latin American,2025,
50164146,2025-02-19,2025-02-19,0,A,Manhattan,4.0,Coffee/Tea,2025,
50164165,2025-04-28,2025-04-28,0,N,Manhattan,65.0,Spanish,2025,
50164167,2025-03-20,2025-03-20,0,A,Manhattan,11.0,Mexican,2025,
50164170,2025-04-28,2025-04-28,0,A,Brooklyn,13.0,Australian,2025,
50164171,2025-04-22,2025-06-02,41,A,Bronx,12.0,Mexican,2025,<1yr
50164180,2025-04-22,2025-04-22,0,A,Queens,13.0,American,2025,
50164186,2025-02-13,2025-02-13,0,N,Brooklyn,21.0,Pizza,2025,
50164188,2025-04-25,2025-04-25,0,N,Manhattan,24.0,American,2025,
50164189,2025-04-29,2025-04-29,0,N,Manhattan,20.0,Pizza,2025,
50164220,2025-04-23,2025-06-03,41,A,Queens,12.0,Japanese,2025,<1yr
50164228,2025-05-01,2025-05-01,0,A,Queens,13.0,Frozen Desserts,2025,
50164230,2025-02-11,2025-02-11,0,A,Brooklyn,4.0,Japanese,2025,
50164233,2025-04-22,2025-04-22,0,A,Queens,12.0,Japanese,2025,
50164245,2025-04-24,2025-04-24,0,A,Brooklyn,10.0,French,2025,
50164250,2025-06-02,2025-06-02,0,A,Bronx,12.0,American,2025,
50164251,2025-04-21,2025-04-21,0,A,Brooklyn,5.0,Asian/Asian Fusion,2025,
50164252,2025-04-02,2025-04-02,0,A,Manhattan,7.0,Other,2025,
50164268,2025-03-11,2025-03-11,0,N,Manhattan,15.0,American,2025,
50164274,2025-04-16,2025-04-16,0,A,Queens,10.0,American,2025,
50164277,2025-02-21,2025-03-04,11,A,Queens,12.0,Hamburgers,2025,<1yr
50164282,2025-04-29,2025-06-18,50,A,Brooklyn,11.0,Pancakes/Waffles,2025,<1yr
50164283,2025-03-27,2025-03-27,0,N,Brooklyn,16.0,Mexican,2025,
50164289,2025-05-05,2025-05-05,0,N,Manhattan,44.0,Jewish/Kosher,2025,
50164292,2025-05-05,2025-05-05,0,N,Brooklyn,31.0,Chinese,2025,
50164294,2025-05-01,2025-05-01,0,N,Manhattan,21.0,American,2025,
50164305,2025-04-24,2025-04-24,0,A,Manhattan,13.0,Pizza,2025,
50164313,2025-01-30,2025-01-30,0,N,Manhattan,10.0,Chinese,2025,
50164317,2025-06-04,2025-06-04,0,N,Queens,28.0,Other,2025,
50164318,2025-04-01,2025-04-09,8,N,Queens,8.0,Japanese,2025,<1yr
50164321,2025-02-18,2025-04-08,49,N,Brooklyn,8.0,Coffee/Tea,2025,<1yr
50164327,2025-04-22,2025-04-22,0,N,Queens,31.0,Chinese,2025,
50164328,2025-04-24,2025-04-24,0,N,Bronx,32.0,Mexican,2025,
50164329,2025-04-29,2025-05-29,30,A,Brooklyn,10.0,Coffee/Tea,2025,<1yr
50164332,2025-04-10,2025-04-10,0,A,Brooklyn,2.0,Other,2025,
50164354,2025-02-10,2025-02-19,9,N,Queens,2.0,Chicken,2025,<1yr
50164367,2025-04-30,2025-04-30,0,N,Brooklyn,21.0,Asian/Asian Fusion,2025,
50164373,2025-04-28,2025-04-28,0,A,Manhattan,12.0,American,2025,
50164374,2025-03-11,2025-04-03,23,A,Queens,13.0,Bakery Products/Desserts,2025,<1yr
50164398,2025-04-23,2025-04-23,0,A,Manhattan,7.0,Hamburgers,2025,
50164404,2025-04-28,2025-04-28,0,N,Manhattan,35.0,Coffee/Tea,2025,
50164407,2025-04-03,2025-06-17,75,Z,Brooklyn,0.0,Latin American,2025,<1yr
50164414,2025-04-17,2025-06-13,57,Z,Manhattan,8.0,Chinese,2025,<1yr
50164421,2025-03-03,2025-04-07,35,Z,Manhattan,22.0,Spanish,2025,<1yr
50164425,2025-03-24,2025-03-24,0,A,Manhattan,4.0,Middle Eastern,2025,
50164426,2025-02-21,2025-02-21,0,N,Staten Island,27.0,American,2025,
50164427,2025-02-10,2025-02-10,0,N,Brooklyn,24.0,Caribbean,2025,
50164438,2025-04-21,2025-04-21,0,A,Bronx,8.0,Chicken,2025,
50164452,2025-04-21,2025-04-21,0,N,Brooklyn,20.0,Eastern European,2025,
50164454,2025-05-07,2025-05-07,0,N,Manhattan,24.0,American,2025,
50164458,2025-04-22,2025-04-22,0,A,Manhattan,10.0,Pizza,2025,
50164460,2025-04-28,2025-04-28,0,A,Brooklyn,10.0,Bagels/Pretzels,2025,
50164467,2025-05-27,2025-05-27,0,N,Queens,44.0,Italian,2025,
50164468,2025-04-30,2025-04-30,0,N,Brooklyn,21.0,American,2025,
50164472,2025-03-17,2025-03-17,0,N,Bronx,20.0,Mediterranean,2025,
50164499,2025-03-05,2025-04-01,27,A,Manhattan,7.0,Chinese,2025,<1yr
50164500,2025-03-04,2025-03-04,0,N,Queens,28.0,Asian/Asian Fusion,2025,
50164508,2025-05-05,2025-05-05,0,A,Brooklyn,10.0,Bagels/Pretzels,2025,
50164511,2025-03-03,2025-03-03,0,N,Staten Island,21.0,American,2025,
50164516,2025-03-12,2025-03-12,0,N,Manhattan,21.0,Sandwiches,2025,
50164520,2025-05-02,2025-05-02,0,A,Brooklyn,12.0,"Juice, Smoothies, Fruit Salads",2025,
50164530,2025-02-03,2025-02-03,0,N,Manhattan,9.0,Japanese,2025,
50164531,2025-04-23,2025-04-23,0,N,Brooklyn,18.0,Coffee/Tea,2025,
50164537,2025-03-06,2025-06-03,89,N,Queens,21.0,Japanese,2025,<1yr
50164550,2025-02-19,2025-02-19,0,N,Manhattan,2.0,Japanese,2025,
50164553,2025-04-24,2025-06-11,48,Z,Manhattan,22.0,Chinese,2025,<1yr
50164555,2025-05-06,2025-05-06,0,N,Manhattan,66.0,Chinese,2025,
50164570,2025-03-19,2025-06-18,91,A,Manhattan,13.0,Chinese/Japanese,2025,<1yr
50164574,2025-03-03,2025-04-03,31,A,Manhattan,13.0,Other,2025,<1yr
50164589,2025-04-21,2025-04-21,0,N,Brooklyn,27.0,Spanish,2025,
