camis,first_inspection,last_inspection,active_days,grade,boro,score,cuisine_description,year_opened,duration_group
40385693,2023-05-08,2025-01-16,619,A,Manhattan,13.0,Italian,2023,1-2yr
40385774,2022-07-22,2025-01-13,906,A,Brooklyn,10.0,American,2022,2-3yr
40385852,2022-07-18,2023-12-20,520,B,Manhattan,17.0,Italian,2022,1-2yr
40385873,2021-10-27,2024-02-06,832,A,Manhattan,10.0,Pizza,2021,2-3yr
40385885,2021-08-05,2024-07-31,1091,N,Brooklyn,29.0,Steakhouse,2021,2-3yr
40385955,2022-03-07,2025-02-18,1079,A,Bronx,9.0,Pizza,2022,2-3yr
40386001,2021-08-17,2023-05-09,630,A,Manhattan,4.0,Italian,2021,1-2yr
40386058,2022-11-01,2024-10-18,717,A,Staten Island,12.0,Japanese,2022,1-2yr
40386067,2021-08-09,2024-06-25,1051,A,Staten Island,5.0,Donuts,2021,2-3yr
40386147,2022-08-29,2024-09-13,746,A,Queens,10.0,American,2022,2-3yr
40386278,2021-08-10,2024-04-09,973,A,Bronx,2.0,Pizza,2021,2-3yr
40386303,2022-01-10,2024-09-18,982,A,Brooklyn,11.0,Pizza,2022,2-3yr
40386425,2022-02-28,2024-08-22,906,B,Queens,24.0,American,2022,2-3yr
40386528,2024-02-01,2025-06-03,488,A,Queens,13.0,Italian,2024,1-2yr
40386556,2022-01-10,2024-12-26,1081,A,Manhattan,10.0,American,2022,2-3yr
40386569,2023-06-05,2025-06-04,730,A,Manhattan,7.0,Pizza,2023,1-2yr
40386570,2022-04-04,2024-01-04,640,A,Manhattan,7.0,American,2022,1-2yr
40386612,2022-07-15,2025-01-21,921,A,Queens,10.0,Hamburgers,2022,2-3yr
40386619,2022-03-02,2024-04-29,789,A,Manhattan,7.0,Greek,2022,2-3yr
40386646,2022-05-05,2023-10-05,518,A,Manhattan,2.0,American,2022,1-2yr
40386672,2022-11-09,2025-01-16,799,A,Bronx,6.0,Caribbean,2022,2-3yr
40386675,2023-04-07,2025-05-19,773,N,Queens,24.0,American,2023,2-3yr
40386722,2022-10-24,2024-10-07,714,A,Queens,10.0,Pizza,2022,1-2yr
40386747,2023-04-05,2025-06-18,805,N,Manhattan,22.0,Italian,2023,2-3yr
40386837,2021-07-31,2024-05-14,1018,A,Brooklyn,10.0,Hamburgers,2021,2-3yr
40386976,2023-03-08,2025-05-29,813,A,Manhattan,12.0,Mexican,2023,2-3yr
40386999,2022-03-10,2023-10-03,572,A,Manhattan,13.0,Italian,2022,1-2yr
40387027,2023-01-30,2025-05-12,833,N,Queens,29.0,Peruvian,2023,2-3yr
40387143,2022-07-12,2025-03-04,966,A,Bronx,10.0,Hamburgers,2022,2-3yr
40387162,2022-09-19,2024-10-01,743,N,Manhattan,26.0,Italian,2022,2-3yr
40387178,2023-04-03,2025-03-11,708,A,Bronx,5.0,Hamburgers,2023,1-2yr
40387243,2022-10-20,2025-01-27,830,B,Staten Island,21.0,American,2022,2-3yr
40387277,2023-01-26,2024-03-06,405,A,Manhattan,5.0,American,2023,1-2yr
40387418,2023-04-03,2025-05-27,785,N,Manhattan,41.0,Bagels/Pretzels,2023,2-3yr
40387754,2022-03-10,2024-04-24,776,A,Manhattan,13.0,Italian,2022,2-3yr
40387825,2022-03-22,2024-05-16,786,A,Brooklyn,13.0,American,2022,2-3yr
40387861,2023-02-27,2025-05-29,822,N,Manhattan,25.0,American,2023,2-3yr
40388091,2022-12-14,2023-09-27,287,A,Manhattan,13.0,Ethiopian,2022,<1yr
40388194,2022-11-28,2024-10-09,681,N,Manhattan,21.0,Latin American,2022,1-2yr
40388218,2022-07-15,2025-05-17,1037,N,Manhattan,0.0,American,2022,2-3yr
40388253,2022-03-10,2024-09-30,935,A,Bronx,11.0,Pizza,2022,2-3yr
40388260,2022-01-10,2024-08-22,955,A,Brooklyn,12.0,Jewish/Kosher,2022,2-3yr
40388269,2022-01-13,2024-12-05,1057,A,Bronx,5.0,Hamburgers,2022,2-3yr
40388321,2022-01-04,2024-11-19,1050,A,Manhattan,7.0,Tex-Mex,2022,2-3yr
40388419,2022-03-09,2024-07-22,866,A,Manhattan,13.0,Pizza,2022,2-3yr
40388578,2022-02-01,2024-01-31,729,A,Manhattan,7.0,American,2022,1-2yr
40388639,2022-10-19,2025-01-28,832,A,Queens,13.0,Pizza,2022,2-3yr
40388640,2021-08-09,2024-06-28,1054,A,Manhattan,11.0,American,2021,2-3yr
40388672,2022-07-07,2025-03-24,991,A,Manhattan,11.0,American,2022,2-3yr
40388784,2022-03-15,2024-03-20,736,A,Manhattan,12.0,American,2022,2-3yr
40388787,2023-10-05,2025-05-05,578,N,Manhattan,33.0,Italian,2023,1-2yr
40388818,2022-01-26,2024-12-03,1042,N,Manhattan,24.0,Seafood,2022,2-3yr
40388823,2023-03-08,2025-02-12,707,A,Brooklyn,12.0,American,2023,1-2yr
40388901,2022-07-13,2024-11-12,853,A,Manhattan,12.0,Latin American,2022,2-3yr
40388935,2021-08-05,2024-05-22,1021,A,Manhattan,2.0,Japanese,2021,2-3yr
40389114,2021-07-26,2024-01-22,910,A,Manhattan,7.0,Pizza,2021,2-3yr
40389243,2022-08-04,2025-05-07,1007,A,Manhattan,10.0,Italian,2022,2-3yr
40389356,2022-01-31,2024-12-13,1047,A,Manhattan,8.0,American,2022,2-3yr
40389455,2023-04-06,2024-05-16,406,A,Manhattan,9.0,American,2023,1-2yr
40389701,2023-01-20,2025-04-18,819,Z,Queens,27.0,Pizza,2023,2-3yr
40389732,2022-01-19,2024-03-27,798,A,Brooklyn,5.0,Italian,2022,2-3yr
40389807,2021-07-26,2023-11-06,833,A,Manhattan,8.0,American,2021,2-3yr
40389819,2022-07-21,2025-06-17,1062,A,Queens,11.0,American,2022,2-3yr
40389881,2021-08-17,2024-07-22,1070,B,Queens,16.0,American,2021,2-3yr
40390163,2022-03-07,2024-12-26,1025,A,Queens,12.0,Mexican,2022,2-3yr
40390241,2022-10-26,2024-11-20,756,N,Queens,28.0,Italian,2022,2-3yr
40390266,2022-04-27,2023-11-16,568,B,Bronx,15.0,American,2022,1-2yr
40390409,2022-10-31,2024-10-15,715,A,Manhattan,13.0,Hamburgers,2022,1-2yr
40390536,2022-01-03,2024-10-05,1006,A,Staten Island,13.0,Indian,2022,2-3yr
40390696,2022-01-03,2024-03-12,799,A,Manhattan,13.0,Korean,2022,2-3yr
40390729,2021-08-04,2024-06-07,1038,A,Brooklyn,2.0,American,2021,2-3yr
40390758,2021-08-16,2024-02-23,921,A,Queens,2.0,Hamburgers,2021,2-3yr
40390850,2021-08-02,2024-02-20,932,A,Staten Island,13.0,Italian,2021,2-3yr
40390973,2022-08-04,2024-12-10,859,A,Queens,12.0,Bakery Products/Desserts,2022,2-3yr
40391032,2023-03-26,2025-03-05,710,N,Queens,29.0,Egyptian,2023,1-2yr
40391060,2022-05-03,2024-05-16,744,A,Manhattan,10.0,American,2022,2-3yr
40391086,2023-03-15,2024-11-26,622,A,Staten Island,11.0,Pizza,2023,1-2yr
40391092,2022-10-05,2025-01-28,846,A,Manhattan,4.0,American,2022,2-3yr
40391121,2023-05-11,2025-04-08,698,N,Manhattan,21.0,Pizza,2023,1-2yr
40391143,2022-12-06,2025-06-11,918,A,Manhattan,12.0,Bakery Products/Desserts,2022,2-3yr
40391154,2023-06-26,2025-05-05,679,A,Manhattan,12.0,Irish,2023,1-2yr
40391205,2022-01-04,2024-08-26,965,A,Brooklyn,11.0,Pizza,2022,2-3yr
40391259,2023-03-13,2025-05-16,795,N,Queens,20.0,Caribbean,2023,2-3yr
40391272,2022-05-16,2025-05-15,1095,A,Manhattan,10.0,Latin American,2022,2-3yr
40391284,2022-03-30,2024-04-23,755,A,Manhattan,2.0,American,2022,2-3yr
40391304,2022-08-25,2025-03-20,938,A,Brooklyn,9.0,American,2022,2-3yr
40391350,2023-01-12,2023-01-24,12,A,Queens,9.0,Pizza,2023,<1yr
40391383,2024-08-28,2024-08-28,0,A,Queens,2.0,French,2024,
40391498,2023-01-17,2025-03-14,787,A,Queens,7.0,Chinese,2023,2-3yr
40391531,2022-04-20,2024-03-21,701,A,Manhattan,7.0,English,2022,1-2yr
40391639,2022-01-24,2024-09-13,963,A,Bronx,7.0,Hamburgers,2022,2-3yr
40391695,2022-10-21,2024-10-22,732,A,Manhattan,13.0,Italian,2022,2-3yr
40391699,2023-03-16,2025-01-21,677,A,Manhattan,7.0,Bagels/Pretzels,2023,1-2yr
40391808,2022-03-01,2025-02-28,1095,A,Queens,10.0,Pancakes/Waffles,2022,2-3yr
40391824,2021-08-31,2024-07-02,1036,A,Staten Island,12.0,American,2021,2-3yr
40391857,2022-10-11,2023-12-11,426,A,Staten Island,13.0,Italian,2022,1-2yr
40391913,2022-02-16,2024-07-08,873,A,Manhattan,13.0,Japanese,2022,2-3yr
40391979,2022-09-26,2025-04-16,933,N,Manhattan,41.0,American,2022,2-3yr
40392063,2022-01-03,2024-06-03,882,A,Manhattan,9.0,American,2022,2-3yr
40392140,2022-03-08,2024-03-05,728,A,Staten Island,8.0,Pizza,2022,1-2yr
40392256,2022-11-04,2025-03-07,854,A,Queens,5.0,American,2022,2-3yr
40392313,2022-01-04,2024-09-25,995,A,Staten Island,4.0,Italian,2022,2-3yr
40392384,2022-11-30,2025-02-06,799,A,Queens,13.0,American,2022,2-3yr
40392388,2021-08-13,2024-04-11,972,A,Manhattan,2.0,Bagels/Pretzels,2021,2-3yr
40392410,2022-06-17,2025-01-10,938,A,Queens,13.0,Donuts,2022,2-3yr
40392496,2022-02-18,2024-08-13,907,B,Manhattan,25.0,French,2022,2-3yr
40392668,2022-02-08,2023-11-28,658,N,Manhattan,17.0,American,2022,1-2yr
40392766,2021-07-31,2024-07-29,1094,A,Brooklyn,10.0,American,2021,2-3yr
40392834,2022-01-06,2023-08-09,580,C,Manhattan,33.0,Mexican,2022,1-2yr
40392872,2022-01-05,2024-04-11,827,B,Manhattan,24.0,Irish,2022,2-3yr
40393044,2022-03-10,2024-07-10,853,N,Manhattan,21.0,Italian,2022,2-3yr
40393051,2022-10-29,2024-05-17,566,A,Queens,12.0,American,2022,1-2yr
40393093,2022-08-22,2025-06-17,1030,N,Queens,21.0,Latin American,2022,2-3yr
40393118,2023-05-03,2025-03-24,691,B,Manhattan,26.0,Chinese/Cuban,2023,1-2yr
40393154,2021-07-20,2024-05-23,1038,A,Manhattan,2.0,American,2021,2-3yr
40393243,2022-02-28,2024-09-04,919,A,Brooklyn,9.0,Tex-Mex,2022,2-3yr
40393378,2022-04-05,2025-03-21,1081,N,Manhattan,18.0,American,2022,2-3yr
40393395,2022-03-04,2024-09-19,930,A,Queens,12.0,American,2022,2-3yr
40393413,2021-07-29,2024-07-18,1085,A,Brooklyn,13.0,Pizza,2021,2-3yr
40393519,2022-01-03,2024-12-12,1074,A,Manhattan,12.0,American,2022,2-3yr
40393558,2022-02-11,2024-10-15,977,A,Manhattan,13.0,American,2022,2-3yr
40393561,2021-07-31,2023-11-17,839,A,Brooklyn,5.0,American,2021,2-3yr
40393563,2025-06-18,2025-06-18,0,A,Bronx,12.0,American,2025,
40393570,2022-01-12,2023-10-24,650,A,Manhattan,9.0,Italian,2022,1-2yr
40393591,2021-07-27,2024-06-25,1064,A,Manhattan,13.0,Italian,2021,2-3yr
40393688,2022-01-04,2023-11-28,693,A,Bronx,13.0,Latin American,2022,1-2yr
40393712,2022-03-02,2024-12-10,1014,A,Manhattan,13.0,Japanese,2022,2-3yr
40393725,2023-01-13,2024-04-23,466,A,Manhattan,13.0,American,2023,1-2yr
40393761,2021-08-09,2024-07-31,1087,N,Manhattan,27.0,Italian,2021,2-3yr
40393772,2022-03-08,2025-01-07,1036,N,Manhattan,19.0,Asian/Asian Fusion,2022,2-3yr
40393787,2022-12-21,2025-01-08,749,A,Queens,13.0,Donuts,2022,2-3yr
40393832,2023-02-09,2025-06-11,853,A,Queens,8.0,American,2023,2-3yr
40393977,2021-08-31,2024-08-21,1086,A,Brooklyn,13.0,Pizza,2021,2-3yr
40393985,2022-02-02,2024-12-17,1049,A,Queens,12.0,Italian,2022,2-3yr
40394007,2022-02-08,2024-05-16,828,A,Manhattan,2.0,American,2022,2-3yr
40394028,2022-12-07,2024-09-05,638,A,Brooklyn,7.0,Italian,2022,1-2yr
40394030,2022-02-17,2025-01-08,1056,A,Bronx,10.0,American,2022,2-3yr
40394037,2022-10-03,2025-01-29,849,A,Queens,10.0,Hamburgers,2022,2-3yr
40394068,2021-10-28,2024-09-18,1056,A,Queens,13.0,Hamburgers,2021,2-3yr
40394110,2022-01-10,2024-07-08,910,A,Queens,12.0,American,2022,2-3yr
40394176,2022-01-11,2023-04-19,463,B,Manhattan,26.0,American,2022,1-2yr
40394207,2023-02-06,2025-02-27,752,A,Manhattan,11.0,French,2023,2-3yr
40394258,2022-03-09,2024-11-13,980,A,Brooklyn,11.0,Italian,2022,2-3yr
40394392,2023-05-23,2023-05-23,0,A,Manhattan,12.0,Italian,2023,
40394401,2023-04-11,2025-05-15,765,A,Manhattan,11.0,French,2023,2-3yr
40394518,2022-02-15,2024-11-13,1002,A,Queens,2.0,Portuguese,2022,2-3yr
40394555,2021-07-19,2023-11-01,835,A,Queens,13.0,Italian,2021,2-3yr
40394600,2023-04-06,2025-05-29,784,N,Queens,28.0,American,2023,2-3yr
40394761,2022-02-09,2024-08-08,911,A,Bronx,13.0,Bakery Products/Desserts,2022,2-3yr
40394770,2016-05-31,2018-06-16,746,N,Bronx,18.0,American,2016,2-3yr
40394838,2022-03-10,2024-12-10,1006,B,Bronx,19.0,American,2022,2-3yr
40394916,2022-03-01,2025-02-19,1086,A,Brooklyn,13.0,Latin American,2022,2-3yr
40394962,2023-04-12,2025-02-04,664,A,Queens,9.0,American,2023,1-2yr
40395055,2022-12-14,2023-01-31,48,A,Manhattan,13.0,Italian,2022,<1yr
40395079,2022-03-08,2023-10-24,595,A,Manhattan,2.0,American,2022,1-2yr
40395087,2023-06-27,2024-04-29,307,A,Queens,12.0,American,2023,<1yr
40395110,2021-02-25,2023-07-12,867,N,Queens,18.0,Italian,2021,2-3yr
40395122,2022-10-20,2025-04-08,901,A,Manhattan,8.0,Pizza,2022,2-3yr
40395211,2022-01-05,2024-11-19,1049,A,Manhattan,13.0,Irish,2022,2-3yr
40395218,2022-02-07,2023-05-01,448,A,Queens,9.0,American,2022,1-2yr
40395310,2022-06-17,2025-05-06,1054,A,Queens,13.0,American,2022,2-3yr
40395343,2022-09-07,2025-04-24,960,A,Manhattan,7.0,French,2022,2-3yr
40395366,2021-10-08,2024-09-24,1082,A,Brooklyn,10.0,Donuts,2021,2-3yr
40395375,2022-12-03,2024-10-16,683,N,Queens,26.0,American,2022,1-2yr
40395511,2022-10-28,2024-10-23,726,A,Bronx,13.0,Hamburgers,2022,1-2yr
40395525,2022-07-05,2024-09-30,818,A,Brooklyn,2.0,American,2022,2-3yr
40395554,2022-11-22,2025-03-31,860,A,Staten Island,11.0,Donuts,2022,2-3yr
40395597,2022-09-19,2025-05-21,975,A,Queens,9.0,Pizza,2022,2-3yr
40395653,2022-10-11,2025-02-21,864,A,Bronx,2.0,Hamburgers,2022,2-3yr
40395826,2022-10-20,2024-11-01,743,A,Brooklyn,13.0,Indonesian,2022,2-3yr
40395865,2022-04-12,2025-03-04,1057,N,Brooklyn,16.0,Pizza,2022,2-3yr
40395872,2022-03-08,2024-10-23,960,A,Manhattan,8.0,Latin American,2022,2-3yr
40395882,2022-07-14,2025-02-04,936,A,Queens,13.0,Hamburgers,2022,2-3yr
40395892,2022-02-15,2023-11-29,652,A,Manhattan,13.0,American,2022,1-2yr
40395906,2023-02-16,2025-06-10,845,N,Queens,21.0,Pizza,2023,2-3yr
40395910,2022-03-08,2024-03-18,741,A,Queens,5.0,Hamburgers,2022,2-3yr
40395921,2022-10-18,2025-01-14,819,A,Bronx,8.0,Pizza,2022,2-3yr
40395992,2022-10-31,2025-01-28,820,A,Bronx,9.0,Hamburgers,2022,2-3yr
40396020,2022-01-04,2024-02-14,771,A,Manhattan,12.0,Mexican,2022,2-3yr
40396037,2022-01-03,2024-10-03,1004,N,Manhattan,17.0,Sandwiches,2022,2-3yr
40396159,2024-02-01,2025-03-17,410,A,Manhattan,12.0,Italian,2024,1-2yr
40396183,2022-02-08,2024-05-16,828,A,Manhattan,2.0,American,2022,2-3yr
40396231,2022-08-16,2025-04-15,973,Z,Manhattan,53.0,American,2022,2-3yr
40396264,2022-02-09,2024-05-28,839,A,Manhattan,12.0,Italian,2022,2-3yr
40396381,2022-02-02,2024-05-22,840,A,Manhattan,12.0,Chinese/Cuban,2022,2-3yr
40396399,2023-03-23,2025-04-23,762,A,Bronx,11.0,Hamburgers,2023,2-3yr
40396421,2022-02-10,2024-11-25,1019,B,Manhattan,23.0,Bakery Products/Desserts,2022,2-3yr
40396445,2022-01-05,2024-05-13,859,A,Queens,9.0,Latin American,2022,2-3yr
40396464,2022-08-22,2025-04-08,960,N,Manhattan,21.0,Bagels/Pretzels,2022,2-3yr
40396488,2023-01-08,2024-10-24,655,A,Manhattan,5.0,American,2023,1-2yr
40396492,2022-01-10,2024-03-25,805,A,Brooklyn,7.0,Pizza,2022,2-3yr
40396496,2021-07-30,2024-04-08,983,A,Brooklyn,8.0,Pizza,2021,2-3yr
40396521,2021-08-04,2024-05-09,1009,A,Queens,11.0,Irish,2021,2-3yr
40396532,2022-03-10,2024-10-01,936,A,Manhattan,3.0,American,2022,2-3yr
40396548,2023-03-28,2025-04-14,748,Z,Bronx,20.0,Pizza,2023,2-3yr
40396622,2021-08-05,2024-03-21,959,A,Manhattan,13.0,Italian,2021,2-3yr
40396769,2022-07-18,2024-10-22,827,A,Queens,12.0,Chicken,2022,2-3yr
40396892,2022-04-27,2024-12-18,966,A,Queens,13.0,American,2022,2-3yr
40396906,2022-01-03,2024-08-22,962,A,Manhattan,10.0,American,2022,2-3yr
40396927,2022-07-19,2025-01-22,918,A,Manhattan,9.0,Coffee/Tea,2022,2-3yr
40397116,2022-01-05,2024-05-08,854,A,Manhattan,10.0,Spanish,2022,2-3yr
40397189,2022-07-13,2024-10-21,831,A,Manhattan,13.0,Bagels/Pretzels,2022,2-3yr
40397219,2023-10-13,2025-04-30,565,A,Bronx,9.0,Hamburgers,2023,1-2yr
40397305,2022-02-17,2024-12-08,1025,A,Brooklyn,12.0,American,2022,2-3yr
40397335,2022-02-11,2025-01-02,1056,A,Brooklyn,12.0,Steakhouse,2022,2-3yr
40397359,2021-08-10,2024-03-13,946,A,Manhattan,5.0,Irish,2021,2-3yr
40397439,2022-03-07,2025-02-20,1081,A,Queens,11.0,Jewish/Kosher,2022,2-3yr
40397458,2022-03-11,2025-01-22,1048,A,Queens,9.0,Pizza,2022,2-3yr
40397492,2022-10-06,2025-04-30,937,A,Manhattan,12.0,American,2022,2-3yr
40397574,2024-08-01,2025-01-16,168,B,Bronx,23.0,Italian,2024,<1yr
40397625,2021-07-19,2024-06-26,1073,A,Brooklyn,11.0,Pizza,2021,2-3yr
40397626,2022-02-02,2024-04-11,799,A,Brooklyn,11.0,Pizza,2022,2-3yr
40397642,2023-05-19,2024-10-20,520,A,Brooklyn,10.0,American,2023,1-2yr
40397676,2023-11-30,2025-03-13,469,A,Manhattan,13.0,Steakhouse,2023,1-2yr
40397700,2022-01-04,2024-05-21,868,A,Manhattan,7.0,American,2022,2-3yr
40397723,2022-07-28,2024-08-13,747,A,Staten Island,12.0,Hamburgers,2022,2-3yr
40397725,2022-10-11,2025-04-30,932,A,Brooklyn,13.0,American,2022,2-3yr
40397763,2022-02-08,2024-05-06,818,A,Queens,13.0,Bottled Beverages,2022,2-3yr
40397780,2022-02-16,2024-12-18,1036,A,Manhattan,7.0,Barbecue,2022,2-3yr
40397791,2017-08-03,2020-02-20,931,A,Manhattan,5.0,Bottled Beverages,2017,2-3yr
40397797,2022-05-25,2023-10-24,517,A,Manhattan,3.0,American,2022,1-2yr
40397810,2022-05-13,2023-01-12,244,A,Queens,2.0,American,2022,<1yr
40397886,2022-12-05,2025-05-12,889,A,Manhattan,7.0,American,2022,2-3yr
40398125,2022-04-28,2024-10-24,910,A,Brooklyn,12.0,Italian,2022,2-3yr
40398138,2023-01-19,2024-10-10,630,N,Queens,18.0,American,2023,1-2yr
40398306,2022-02-14,2024-06-04,841,A,Manhattan,12.0,Italian,2022,2-3yr
40398367,2022-08-15,2024-12-12,850,A,Queens,10.0,Hamburgers,2022,2-3yr
40398434,2021-08-25,2024-07-09,1049,N,Manhattan,20.0,Indian,2021,2-3yr
40398440,2019-08-07,2022-03-21,957,A,Queens,9.0,Italian,2019,2-3yr
40398532,2021-08-06,2024-04-18,986,A,Brooklyn,7.0,Jewish/Kosher,2021,2-3yr
40398549,2022-01-03,2024-12-13,1075,A,Brooklyn,10.0,American,2022,2-3yr
40398561,2022-03-08,2023-05-13,431,A,Manhattan,12.0,American,2022,1-2yr
40398578,2024-09-17,2024-09-17,0,N,Manhattan,39.0,American,2024,
40398586,2022-06-16,2025-05-22,1071,A,Manhattan,7.0,Italian,2022,2-3yr
40398688,2017-04-24,2020-03-11,1052,N,Brooklyn,35.0,Chinese,2017,2-3yr
40398689,2021-12-16,2024-10-24,1043,A,Queens,11.0,Coffee/Tea,2021,2-3yr
40398690,2022-01-05,2024-04-04,820,A,Manhattan,10.0,American,2022,2-3yr
40398700,2022-01-05,2024-07-02,909,A,Queens,11.0,Pizza,2022,2-3yr
40398795,2020-01-23,2022-12-06,1048,B,Queens,17.0,American,2020,2-3yr
40398811,2021-07-21,2024-06-04,1049,A,Manhattan,13.0,American,2021,2-3yr
40398910,2023-10-18,2025-04-10,540,A,Bronx,10.0,Pizza,2023,1-2yr
40398989,2022-08-05,2024-11-20,838,A,Manhattan,13.0,Italian,2022,2-3yr
40399099,2022-10-03,2025-03-20,899,A,Manhattan,12.0,Coffee/Tea,2022,2-3yr
40399174,2023-01-30,2025-05-17,838,N,Manhattan,0.0,Italian,2023,2-3yr
40399279,2023-04-11,2025-06-04,785,N,Manhattan,64.0,Italian,2023,2-3yr
40399329,2022-12-08,2025-01-07,761,A,Manhattan,6.0,Italian,2022,2-3yr
40399340,2022-07-22,2024-09-10,781,A,Brooklyn,13.0,American,2022,2-3yr
40399356,2023-04-14,2024-09-13,518,A,Queens,13.0,American,2023,1-2yr
40399372,2022-10-05,2024-07-18,652,A,Manhattan,12.0,Turkish,2022,1-2yr
40399422,2021-08-19,2023-10-20,792,B,Queens,27.0,Pizza,2021,2-3yr
40399472,2022-03-28,2024-12-18,996,A,Manhattan,13.0,Italian,2022,2-3yr
40399560,2022-01-05,2024-04-18,834,A,Manhattan,13.0,American,2022,2-3yr
40399569,2022-01-04,2024-09-09,979,A,Manhattan,13.0,American,2022,2-3yr
40399581,2022-02-16,2024-10-24,981,A,Queens,2.0,Latin American,2022,2-3yr
40399620,2023-04-30,2025-06-03,765,A,Manhattan,13.0,American,2023,2-3yr
40399739,2022-10-25,2025-01-03,801,Z,Queens,22.0,Donuts,2022,2-3yr
40399778,2022-01-24,2024-12-31,1072,A,Bronx,5.0,Hamburgers,2022,2-3yr
40399787,2022-09-02,2025-01-27,878,A,Manhattan,9.0,Coffee/Tea,2022,2-3yr
40399817,2022-03-07,2025-01-27,1057,A,Manhattan,13.0,Italian,2022,2-3yr
40399834,2023-04-17,2023-04-17,0,A,Manhattan,12.0,Korean,2023,
40399852,2023-02-25,2023-02-25,0,A,Manhattan,13.0,Bottled Beverages,2023,
40399886,2022-10-03,2024-11-18,777,A,Queens,12.0,Donuts,2022,2-3yr
40399922,2021-08-25,2024-07-23,1063,A,Manhattan,12.0,Hamburgers,2021,2-3yr
40399955,2022-09-21,2024-01-08,474,A,Brooklyn,10.0,Jewish/Kosher,2022,1-2yr
40399986,2022-07-15,2024-12-07,876,A,Brooklyn,9.0,American,2022,2-3yr
40400039,2022-09-13,2025-03-20,919,A,Manhattan,13.0,French,2022,2-3yr
40400149,2022-02-22,2025-01-08,1051,A,Brooklyn,13.0,Jewish/Kosher,2022,2-3yr
40400155,2022-10-05,2024-09-30,726,A,Manhattan,12.0,American,2022,1-2yr
40400198,2022-01-04,2024-08-07,946,A,Queens,12.0,Latin American,2022,2-3yr
40400204,2021-11-10,2024-10-09,1064,A,Manhattan,7.0,Coffee/Tea,2021,2-3yr
40400209,2022-01-14,2024-11-19,1040,A,Brooklyn,10.0,American,2022,2-3yr
40400429,2022-06-15,2024-08-15,792,A,Queens,9.0,Bakery Products/Desserts,2022,2-3yr
40400453,2021-08-10,2024-07-25,1080,A,Manhattan,12.0,American,2021,2-3yr
40400473,2022-09-19,2024-10-09,751,A,Manhattan,9.0,Pizza,2022,2-3yr
40400483,2022-12-06,2025-02-27,814,A,Manhattan,10.0,Coffee/Tea,2022,2-3yr
40400492,2021-08-07,2024-06-25,1053,A,Queens,13.0,Pizza,2021,2-3yr
40400544,2019-12-23,2022-09-30,1012,Z,Brooklyn,18.0,American,2019,2-3yr
40400561,2023-01-30,2025-04-02,793,N,Brooklyn,27.0,Bakery Products/Desserts,2023,2-3yr
40400686,2022-01-03,2024-03-22,809,Z,Manhattan,11.0,Chinese,2022,2-3yr
40400710,2022-08-11,2023-11-16,462,A,Manhattan,9.0,Italian,2022,1-2yr
40400754,2021-08-03,2024-06-25,1057,A,Manhattan,10.0,American,2021,2-3yr
40400810,2022-03-16,2024-03-12,727,A,Manhattan,10.0,Irish,2022,1-2yr
40400898,2021-07-22,2024-03-19,971,A,Staten Island,7.0,Pizza,2021,2-3yr
40400962,2022-10-06,2024-09-09,704,A,Manhattan,8.0,Hamburgers,2022,1-2yr
40400976,2022-01-06,2024-07-17,923,A,Manhattan,2.0,Irish,2022,2-3yr
40400997,2023-12-14,2024-08-12,242,N,Queens,24.0,Spanish,2023,<1yr
40401025,2023-01-23,2024-09-09,595,A,Manhattan,13.0,Italian,2023,1-2yr
40401060,2022-03-07,2024-03-07,731,A,Brooklyn,10.0,Jewish/Kosher,2022,2-3yr
40401066,2022-11-21,2022-11-21,0,A,Manhattan,13.0,Middle Eastern,2022,
40401084,2022-03-08,2025-02-10,1070,N,Queens,21.0,Irish,2022,2-3yr
40401093,2022-01-12,2025-01-07,1091,A,Manhattan,13.0,French,2022,2-3yr
40401160,2021-07-30,2024-06-06,1042,A,Manhattan,11.0,Latin American,2021,2-3yr
40401173,2023-04-11,2024-11-19,588,N,Manhattan,27.0,American,2023,1-2yr
40401224,2023-01-19,2024-09-04,594,A,Brooklyn,13.0,Pizza,2023,1-2yr
40401247,2022-08-27,2024-01-31,522,A,Brooklyn,5.0,American,2022,1-2yr
40401422,2022-08-02,2024-06-13,681,A,Manhattan,9.0,American,2022,1-2yr
40401445,2022-01-13,2024-12-13,1065,A,Brooklyn,7.0,Pancakes/Waffles,2022,2-3yr
40401453,2022-04-29,2023-10-11,530,A,Manhattan,13.0,American,2022,1-2yr
40401742,2022-09-27,2024-09-27,731,A,Queens,9.0,Hamburgers,2022,2-3yr
40401821,2022-08-11,2025-01-27,900,A,Manhattan,10.0,American,2022,2-3yr
40401834,2022-08-30,2025-03-11,924,Z,Manhattan,6.0,American,2022,2-3yr
40401887,2022-01-04,2024-06-14,892,A,Queens,2.0,American,2022,2-3yr
40401895,2022-01-05,2024-10-16,1015,A,Manhattan,7.0,Bottled Beverages,2022,2-3yr
40401912,2022-10-11,2025-05-12,944,N,Manhattan,34.0,American,2022,2-3yr
40401934,2022-01-14,2024-10-18,1008,A,Manhattan,7.0,American,2022,2-3yr
40401971,2022-02-28,2025-01-08,1045,A,Manhattan,12.0,Irish,2022,2-3yr
40402007,2023-03-23,2025-06-17,817,N,Queens,27.0,Pizza,2023,2-3yr
40402023,2022-01-06,2023-12-12,705,A,Manhattan,13.0,Jewish/Kosher,2022,1-2yr
